5 2.16566e-05 2.17207e-05 2.15833e-05
10 2.52103e-05 2.5389e-05 2.49041e-05
15 3.17285e-05 3.19735e-05 3.11483e-05
20 4.0265e-05 4.11284e-05 3.93901e-05
25 4.0265e-05 4.11284e-05 3.93901e-05
30 6.79208e-05 7.16864e-05 6.49129e-05
