5 0.127899 0.129124 0.126739
10 0.224949 0.227849 0.222895
15 0.365814 0.36965 0.360794
20 0.544869 0.5552 0.535562
25 0.544869 0.5552 0.535562
30 1.1044 1.14958 1.07126
35 1.1044 1.14958 1.07126
40 1.1044 1.14958 1.07126
