5 0.0802252 0.0804724 0.0798078
10 0.131992 0.132584 0.130901
15 0.212739 0.213577 0.211294
20 0.313782 0.314944 0.311589
25 0.313782 0.314944 0.311589
30 0.620067 0.621517 0.616554
35 0.620067 0.621517 0.616554
40 0.620067 0.621517 0.616554
