5 0.126057 0.128207 0.123497
10 0.222434 0.226089 0.218708
15 0.355477 0.362073 0.351066
20 0.525574 0.534263 0.517464
25 0.525574 0.534263 0.517464
30 1.05616 1.08333 1.02106
35 1.05616 1.08333 1.02106
40 1.05616 1.08333 1.02106
