5 1.90283 1.91242 1.88821
10 3.30931 3.34523 3.28592
15 5.32571 5.37464 5.27888
20 7.87693 7.99938 7.7933
25 7.87693 7.99938 7.7933
30 15.9112 17.0752 15.3872
