5 1.90513 1.91218 1.89412
10 3.26493 3.27261 3.2558
15 5.2254 5.23951 5.20216
20 7.65933 7.67193 7.63712
25 7.65933 7.67193 7.63712
30 15.1571 15.4593 14.986
