5 0.325825 0.327029 0.323941
10 0.558412 0.55973 0.556848
15 0.893699 0.896109 0.88972
20 1.30998 1.31215 1.30623
25 1.30998 1.31215 1.30623
30 2.59244 2.64415 2.56311
35 2.59244 2.64415 2.56311
40 2.59244 2.64415 2.56311
