5 1.90209 1.91839 1.88943
10 3.26989 3.28655 3.25261
15 5.23474 5.30123 5.19115
20 7.72648 7.87678 7.6737
25 7.72648 7.87678 7.6737
30 15.0879 15.1507 14.9921
