5 0.325749 0.328094 0.324199
10 0.561486 0.567663 0.557468
15 0.900447 0.916797 0.888539
20 1.32731 1.36729 1.31247
25 1.32731 1.36729 1.31247
30 2.60165 2.63559 2.56822
35 2.60165 2.63559 2.56822
40 2.60165 2.63559 2.56822
